Player,Injury,Start Date,Return Date,Days Missed,Standardized Injury
Jaren Jackson Jr.,placed on IL with right thigh injury,2022-04-01,2022-04-04,3,placed on IL with right shoulder injury
Jaren Jackson Jr.,placed on IL with right foot injury,2022-11-20,2022-11-22,2,placed on IL with right foot injury (DTD)
Jaren Jackson Jr.,placed on IL with right foot injury,2022-12-05,2022-12-07,2,placed on IL with right foot injury (DTD)
Jaren Jackson Jr.,placed on IL with sore left knee,2021-12-11,2021-12-13,2,placed on IL with sore left/right knee
Jaren Jackson Jr.,placed on IL with left knee injury,2021-05-14,2021-05-16,2,"placed on IL with left ankle, knee injuries"
Jaren Jackson Jr.,placed on IL with left knee injury,2021-05-11,2021-05-13,2,"placed on IL with left ankle, knee injuries"
Jaren Jackson Jr.,placed on IL with left knee injury,2021-05-04,2021-05-06,2,"placed on IL with left ankle, knee injuries"
Jaren Jackson Jr.,placed on IL with left knee injury,2021-04-29,2021-05-01,2,"placed on IL with left ankle, knee injuries"
Jaren Jackson Jr.,placed on IL with left knee injury,2021-04-24,2021-04-26,2,"placed on IL with left ankle, knee injuries"
Jaren Jackson Jr.,placed on IL with left knee injury,2020-12-23,2021-04-21,119,"placed on IL with left ankle, knee injuries"
Jaren Jackson Jr.,placed on IL with sprained left knee,2020-02-24,2020-07-31,158,placed on IL with sprained left index finger
Jaren Jackson Jr.,placed on IL with sore right knee,2019-11-04,2019-11-06,2,placed on IL with sore right ankle/heel
Jaren Jackson Jr.,placed on IL with right thigh injury,2022-03-28,2022-03-30,2,placed on IL with right shoulder injury
Jaren Jackson Jr.,placed on IL with right thigh injury,2023-02-02,2023-02-05,3,placed on IL with right shoulder injury
Jaren Jackson Jr.,placed on IL with recovering from surgery on right foot to repair stress fracture,2022-10-17,2022-11-15,29,placed on IL recovering from surgery on left foot to insert screw to repair stress fracture
Jaren Jackson Jr.,placed on IL with left thigh injury,2022-04-10,2022-04-15,5,placed on IL with left wrist injury
Jarnell Stokes,placed on IL,2016-11-05,2016-11-08,3,placed on IL
Jarnell Stokes,placed on IL,2016-01-11,2016-01-20,9,placed on IL
Jarnell Stokes,placed on IL,2015-12-28,2016-01-04,7,placed on IL
Jarnell Stokes,placed on IL,2015-12-03,2015-12-18,15,placed on IL
Jarnell Stokes,placed on IL with right foot injury,2016-11-12,2016-11-15,3,placed on IL with right foot injury (DTD)
Jarnell Stokes,placed on IL,2015-11-17,2015-11-30,13,placed on IL
Jarnell Stokes,placed on IL,2015-10-28,2015-11-05,8,placed on IL
Jarnell Stokes,placed on IL,2015-03-14,2015-03-30,16,placed on IL
Jarnell Stokes,placed on IL,2015-01-23,2015-03-12,48,placed on IL
Jarnell Stokes,placed on IL,2014-12-09,2014-12-12,3,placed on IL
Jarnell Stokes,placed on IL,2014-11-05,2014-11-17,12,placed on IL
Jarred Vanderbilt,placed on IL with right adductor injury,2022-11-06,2022-11-09,3,placed on IL with right adductor injury
Jarred Vanderbilt,placed on IL with bruised left quadricep,2022-03-12,2022-03-16,4,placed on IL with bruised left quadriceps
Jarred Vanderbilt,placed on IL with bruised left quadricep,2022-03-09,2022-03-11,2,placed on IL with bruised left quadriceps
Jarred Vanderbilt,placed on IL with NBA health and safety protocols,2021-12-20,2021-12-31,11,placed on IL with NBA health and safety protocols
Jarred Vanderbilt,placed on IL with right foot injury,2018-10-17,2019-01-25,100,placed on IL with right foot injury (DTD)
Jarrell Brantley,placed on IL,2020-12-23,2021-01-12,20,placed on IL
Jarrett Allen,placed on IL with NBA health and safety protocols,2021-12-19,2021-12-31,12,placed on IL with NBA health and safety protocols
Jarrett Allen,placed on IL with sore left ankle,2022-11-13,2022-11-18,5,placed on IL with surgery on left ankle
Jarrett Allen,placed on IL with illness,2022-01-24,2022-01-26,2,placed on IL with illness
Jarrett Allen,placed on IL with concussion,2021-03-27,2021-04-13,17,placed on IL with eye contusion
Jarrett Allen,placed on IL with illness,2021-11-17,2021-11-21,4,placed on IL with illness
Jarrett Allen,placed on IL,2021-01-13,2021-01-20,7,placed on IL
Jarrett Allen,placed on IL with bruised lower back,2022-11-27,2022-12-06,9,placed on IL with bruised/sore lower back
Jarrett Allen,placed on IL with right eye injury,2023-03-12,2023-03-21,9,placed on IL with right finger injury
Jarrett Allen,placed on IL with strained right groin,2023-03-31,2023-04-02,2,placed on IL with strained right middle finger
Jarrett Allen,placed on IL with strained left foot,2017-11-06,2017-11-14,8,placed on IL with strained left calf (P)
Jarrett Culver,placed on IL with sprained left ankle,2021-01-26,2021-02-24,29,placed on IL with strained left calf (P)
Jarrett Culver,placed on IL with illness,2022-12-27,2022-12-28,1,placed on IL with illness
Jarrett Culver,placed on IL with sore right knee,2022-04-07,2022-04-10,3,placed on IL with sore right ankle/heel
Jarrett Culver,placed on IL with NBA health and safety protocols,2021-12-23,2022-01-03,11,placed on IL with NBA health and safety protocols
Jarrett Culver,placed on IL with left big toe injury,2021-03-16,2021-03-19,3,placed on IL with left big toe injury
Jarrett Jack,placed on IL,2017-10-19,2017-10-21,2,placed on IL
Jarrett Jack,placed on IL with back spasms,2014-01-07,2014-01-10,3,placed on IL with back spasms
Jarrod Uthoff,placed on IL,2017-03-17,2017-03-23,6,placed on IL
Jarrod Uthoff,placed on IL,2017-03-25,2017-03-27,2,placed on IL
Jarrod Uthoff,placed on IL,2017-03-11,2017-03-13,2,placed on IL
Jason Richardson,placed on IL with foot injury / left knee injury (P),2014-10-29,2015-02-20,114,placed on IL with foot injury / left knee injury (P)
Jason Smith,placed on IL,2019-01-21,2019-01-25,4,placed on IL
Jason Smith,placed on IL with illness,2018-02-14,2018-02-22,8,placed on IL with illness
Jason Smith,placed on IL with sprained right shoulder,2017-10-20,2017-10-25,5,placed on IL with sprained right shoulder
Jason Smith,placed on IL,2015-11-11,2015-11-13,2,placed on IL
Jason Smith,placed on IL with sore left knee,2019-02-02,2019-02-08,6,placed on IL with sore left/right knee
Jason Terry,placed on IL with strained left knee,2017-12-06,2017-12-19,13,placed on IL with strained left knee/quadriceps
Jason Terry,placed on IL,2016-11-05,2016-11-06,1,placed on IL
Javonte Green,placed on IL with strained right adductor,2022-01-01,2022-01-24,23,placed on IL with sore right adductor
Javonte Green,placed on IL with right knee injury,2023-03-26,2023-03-29,3,placed on IL with meniscus injury in right knee
Javonte Green,placed on IL with sore right knee (eventual surgery),2023-01-09,2023-03-20,70,placed on IL with sore right knee (eventual surgery)
Javonte Green,placed on IL with sore right knee,2022-12-18,2022-12-28,10,placed on IL with sore right ankle/heel
Javonte Green,placed on IL with sore right knee,2022-12-04,2022-12-11,7,placed on IL with sore right ankle/heel
Javonte Green,placed on IL with right foot injury,2022-02-12,2022-02-14,2,placed on IL with right foot injury (DTD)
Javonte Green,placed on IL with NBA health and safety protocols,2021-12-03,2021-12-18,15,placed on IL with NBA health and safety protocols
Javonte Green,placed on IL with NBA health and safety protocols,2020-12-30,2021-01-08,9,placed on IL with NBA health and safety protocols
Javonte Green,placed on IL with sore left knee,2020-01-28,2020-01-29,1,placed on IL with sore left/right knee
Jawun Evans,placed on IL,2017-10-19,2017-10-24,5,placed on IL
Jawun Evans,placed on IL with sore lower abdominal,2018-01-26,2018-03-09,42,placed on IL with sore lower back
Jaxson Hayes,placed on IL with sprained right wrist,2021-03-27,2021-03-29,2,placed on IL with sprained right wrist
Jay Scrubb,placed on IL with NBA health and safety protocols,2021-12-26,2022-01-03,8,placed on IL with NBA health and safety protocols
Jay Scrubb,placed on IL,2021-12-20,2021-12-22,2,placed on IL
Jay Scrubb,placed on IL,2021-12-03,2021-12-15,12,placed on IL
Jay Scrubb,placed on IL,2021-11-23,2021-12-01,8,placed on IL
Jay Scrubb,placed on IL,2021-11-01,2021-11-13,12,placed on IL
Jaylen Adams,placed on IL,2021-01-08,2021-02-03,26,placed on IL
Jaylen Adams,placed on IL,2020-12-27,2021-01-04,8,placed on IL
Jaylen Adams,placed on IL with COVID-19,2021-02-19,2021-03-04,13,placed on IL with COVID-19
Jaylen Adams,placed on IL,2018-10-24,2018-10-27,3,placed on IL
Jaylen Adams,placed on IL,2018-11-01,2018-12-08,37,placed on IL
Jaylen Adams,placed on IL,2018-12-26,2019-01-15,20,placed on IL
Jaylen Adams,placed on IL with sprained right ankle,2019-02-09,2019-02-22,13,placed on IL with right high ankle sprain
Jaylen Adams,placed on IL,2019-01-19,2019-02-07,19,placed on IL
Jaylen Brown,placed on IL with sprained right thumb,2020-01-16,2020-01-20,4,placed on IL with sprained right big toe
Jaylen Brown,placed on IL with sprained right ankle,2022-03-02,2022-03-06,4,placed on IL with right high ankle sprain
Jaylen Brown,placed on IL with right hamstring injury,2021-12-03,2021-12-12,9,placed on IL with right hamstring injury / knee injury
Jaylen Brown,placed on IL with tightness in right hamstring,2021-11-06,2021-11-22,16,placed on IL with tightness in right hamstring
Jaylen Brown,placed on IL with strained right hip flexor,2017-02-13,2017-02-24,11,placed on IL with strained right middle finger
Jaylen Brown,placed on IL with bursitis in left shoulder,2021-04-22,2021-04-24,2,placed on IL with bursitis in right shoulder
Jaylen Brown,placed on IL with sore left knee,2021-02-28,2021-03-02,2,placed on IL with sore left/right knee
Jaylen Brown,placed on IL with bruised left hip,2021-03-29,2021-03-31,2,placed on IL with bruised head
Jaylen Brown,placed on IL with sprained right ankle,2020-01-22,2020-01-26,4,placed on IL with right high ankle sprain
Jaylen Brown,placed on IL with sore left knee,2021-02-05,2021-02-09,4,placed on IL with sore left/right knee
Jaylen Brown,placed on IL with strained right hamstring,2020-03-04,2020-07-29,147,placed on IL with sore right groin/hamstring
Jaylen Brown,placed on IL with left calf injury,2020-02-13,2020-02-20,7,placed on IL with left forearm injury
Jaylen Brown,placed on IL with sprained right ankle,2020-02-07,2020-02-09,2,placed on IL with right high ankle sprain
Jaylen Brown,placed on IL with stiff neck,2022-11-28,2022-11-30,2,placed on IL with strained neck
Jaylen Brown,placed on IL with illness,2021-04-17,2021-04-19,2,placed on IL with illness
Jaylen Brown,placed on IL with tightness in right adductor,2023-01-12,2023-01-19,7,placed on IL with tightness in right hamstring
Jaylen Brown,placed on IL with right knee injury,2022-03-28,2022-03-30,2,placed on IL with meniscus injury in right knee
Jaylen Brown,placed on IL with illness,2023-02-06,2023-02-08,2,placed on IL with illness
Jaylen Brown,placed on IL with illness,2019-12-31,2020-01-03,3,placed on IL with illness
Jaylen Brown,placed on IL with illness,2019-10-30,2019-11-07,8,placed on IL with illness
Jaylen Brown,placed on IL with left adductor injury,2023-01-24,2023-01-25,1,placed on IL with right adductor injury
Jaylen Brown,placed on IL with lower back spasms,2019-04-01,2019-04-07,6,placed on IL with back spasms
Jaylen Brown,placed on IL with bruised lower back,2018-11-26,2018-12-06,10,placed on IL with bruised/sore lower back
Jaylen Brown,placed on IL with sore right foot,2018-11-01,2018-11-03,2,placed on IL with sore foot
Jaylen Brown,placed on IL with patella tendinopathy in left knee,2021-10-24,2021-10-25,1,placed on IL with patella tendinopathy in left knee
Jaylen Brown,placed on IL with lacerated finger,2023-04-07,2023-04-11,4,placed on IL with lacerated finger
Jaylen Brown,placed on IL with sore lower back,2023-04-04,2023-04-05,1,placed on IL with sore lower back
Jaylen Brown,placed on IL with facial fracture,2023-02-09,2023-02-23,14,placed on IL with facial fracture
Jaylen Brown,placed on IL,2017-12-27,2017-12-31,4,placed on IL
Jaylen Brown,placed on IL with concussion,2018-03-11,2018-03-25,14,placed on IL with eye contusion
Jaylen Brown,placed on IL with right eye inflammation,2017-12-06,2017-12-08,2,placed on IL with right knee inflammation
Jaylen Hoard,placed on IL,2022-01-05,2022-01-06,1,placed on IL
Jaylen Hoard,placed on IL,2021-12-31,2022-01-02,2,placed on IL
Jaylen Nowell,placed on IL with left knee injury,2023-03-31,2023-04-11,11,"placed on IL with left ankle, knee injuries"
Jaylen Nowell,placed on IL with left knee injury,2023-02-26,2023-03-20,22,"placed on IL with left ankle, knee injuries"
Jaylen Nowell,placed on IL with sprained left ankle,2022-01-13,2022-01-15,2,placed on IL with strained left calf (P)
Jaylen Nowell,placed on IL with back spasms,2021-12-06,2021-12-08,2,placed on IL with back spasms
Jaylen Nowell,placed on IL with tibia injury,2021-04-16,2021-04-24,8,placed on IL with tailbone injury
Jaylen Nowell,placed on IL with tibia injury,2021-04-05,2021-04-11,6,placed on IL with tailbone injury
Jaylen Nowell,placed on IL with illness,2020-02-21,2020-02-23,2,placed on IL with illness
Jayson Tatum,placed on IL with bruised left knee,2023-03-06,2023-03-07,1,placed on IL with bone bruise in left knee
Jayson Tatum,placed on IL with sore right shoulder,2019-03-11,2019-03-14,3,placed on IL with right shoulder tendinitis
Jayson Tatum,placed on IL with bruised left hip,2023-03-26,2023-03-27,1,placed on IL with bruised head
Jayson Tatum,placed on IL with illness,2023-02-14,2023-02-15,1,placed on IL with illness
Jayson Tatum,placed on IL with right patella tendinopathy,2022-04-07,2022-04-09,2,placed on IL with right patella tendinopathy
Jayson Tatum,placed on IL with right patella tendinopathy,2022-03-28,2022-03-30,2,placed on IL with right patella tendinopathy
Jayson Tatum,placed on IL with NBA health and safety protocols,2021-12-27,2022-01-04,8,placed on IL with NBA health and safety protocols
Jayson Tatum,placed on IL with left ankle injury,2021-04-26,2021-04-28,2,"placed on IL with left ankle, knee injuries"
Jayson Tatum,placed on IL with bruised left hip,2023-04-05,2023-04-06,1,placed on IL with bruised head
Jayson Tatum,placed on IL for rest,2018-04-06,2018-04-08,2,placed on IL for rest
Jayson Tatum,placed on IL with NBA health and safety protocols,2021-01-15,2021-01-25,10,placed on IL with NBA health and safety protocols
Jayson Tatum,placed on IL with sprained left ankle,2020-08-12,2020-08-17,5,placed on IL with strained left calf (P)
Jayson Tatum,placed on IL with bruised lower back,2019-03-24,2019-03-26,2,placed on IL with bruised/sore lower back
Jayson Tatum,placed on IL with sore right knee,2020-01-15,2020-01-16,1,placed on IL with sore right ankle/heel
Jayson Tatum,placed on IL with illness,2020-03-03,2020-03-04,1,placed on IL with illness
Jeff Ayres / Jeff Pendergraph,placed on IL,2015-02-27,2015-02-28,1,placed on IL
Jeff Ayres / Jeff Pendergraph,placed on IL,2015-03-29,2015-04-01,3,placed on IL
Jeff Ayres / Jeff Pendergraph,placed on IL,2015-02-20,2015-02-23,3,placed on IL
Jeff Ayres / Jeff Pendergraph,placed on IL,2015-02-06,2015-02-08,2,placed on IL
Jeff Ayres / Jeff Pendergraph,placed on IL with finger injury,2014-03-06,2014-03-08,2,placed on IL with glute injury
Jeff Green,placed on IL with sore lower back,2016-11-27,2016-11-29,2,placed on IL with sore lower back
Jeff Green,placed on IL with bruised right knee,2022-11-22,2022-12-06,14,placed on IL with bruised tibia in right leg
Jeff Green,placed on IL with back spasms / sore lower back,2017-03-22,2017-04-12,21,placed on IL with lower back spasms / sore lower back
